Gender,Category,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Feature_1,Feature_2,Material_2,Feature_3,Feature_4,Feature_5,Material_3,Material_4,Material_5,Material_6,Feature_6,Feature_7,Feature_8,Material_7,Material_8,Feature_9
women,Leggings & Tights,2019-08-11,20,CALIA by Carrie Underwood Women's Essential 7/8 Wrap Leggings,underwood,27.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-7-8-wrap-leggings-18ca2w78wrplggngxapb/18ca2w78wrplggngxapb,Spandex 11~20%,結構性透氣,蒸發性涼感,all/any Spandex,抗菌功能,單向導溼快乾,,Polyamide(Nylon) Blended,Polyester Blended,,,,,,,,
women,Leggings & Tights,2019-08-11,21,adidas Originals Women's Trefoil Tights,adidas,30.00,https://www.dickssportinggoods.com/p/adidas-originals-womens-trefoil-tights-18jqqwrgtrfl3strpapb/18jqqwrgtrfl3strpapb,all/any Spandex,,,Spandex <= 10%,,,,Cotton Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,22,CALIA by Carrie Underwood Women's Essential Leggings,calia_by_carrie_underwood,65,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-leggings-17ca2wbsclggngxxxapb/17ca2wbsclggngxxxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,23,CALIA by Carrie Underwood Women's Energize Crop Tights,calia_by_carrie_underwood,44.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-crop-tights-17ca2wlghtwghtprfapb/17ca2wlghtwghtprfapb,Spandex 11~20%,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,all/any Spandex,,,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,24,Nike One Women's Training Crop Tights,nike,37.50,https://www.dickssportinggoods.com/p/nike-one-womens-training-crop-tights-18nikwllncrpxxxxxapb/18nikwllncrpxxxxxapb,,,,,,,,,,,,,,,,,
women,Leggings & Tights,2019-08-11,25,adidas Women's Believe This High Rise Sport Block 7/8 Tights,adidas,60,https://www.dickssportinggoods.com/p/adidas-womens-believe-this-high-rise-sport-block-7-8-tights-18adiwblvthsbtblcapb/18adiwblvthsbtblcapb,Recycled Polyester / PET,提升運動效能設計,環保訴求,Polyester Blended,涼爽透氣,,,all/any Spandex,Spandex >= 21%,Recycled Polyester & Blended,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,26,Nike Women's Pro Crop Tights,nike,33.75,https://www.dickssportinggoods.com/p/nike-womens-pro-crop-tights-18nikwprcrpxxxxxxapb/18nikwprcrpxxxxxxapb,Spandex 11~20%,,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-08-11,27,CALIA by Carrie Underwood Women's Essential Filament Leggings,underwood,33.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-filament-leggings-18ca2wflmntlggngxapb/18ca2wflmntlggngxapb,Spandex 11~20%,結構性透氣,蒸發性涼感,all/any Spandex,抗菌功能,單向導溼快乾,,Polyamide(Nylon) Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-08-11,28,CALIA by Carrie Underwood Women's Energize Capris,underwood,25.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-capris-18ca2wnrgzcprtrmdapb/18ca2wnrgzcprtrmdapb,all/any Spandex,蒸發性涼感,結構性透氣,Spandex 11~20%,涼爽透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,29,CALIA by Carrie Underwood Women's Essential High Rise Leggings,underwood,48.75,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-high-rise-leggings-18ca2wclssntlhwlgapb/18ca2wclssntlhwlgapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,30,CALIA by Carrie Underwood Women's Essential 7/8 Leggings,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-7-8-leggings-17ca2wssntl78lggnapb/17ca2wssntl78lggnapb,Spandex 11~20%,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,all/any Spandex,,,,,,,,,
women,"Pants,Leggings & Tights",2019-08-11,31,Reebok Women's Printed Performance Pocket Capris,reebok,22.97,https://www.dickssportinggoods.com/p/reebok-womens-printed-performance-pocket-capris-18rbkwprntprfcprwapb/18rbkwprntprfcprwapb,Spandex 11~20%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-08-11,32,CALIA by Carrie Underwood Women's Essential No Seam Capris,underwood,45,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-no-seam-capris-18ca2wssntlcprxxxapb/18ca2wssntlcprxxxapb,Spandex 11~20%,蒸發性涼感,一體成型,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,33,adidas Women's Changeover High Rise 7/8 Tights,adidas,19.97,https://www.dickssportinggoods.com/p/adidas-womens-changeover-high-rise-7-8-tights-18adiwhrchngvr78tapb/18adiwhrchngvr78tapb,all/any Spandex,提升運動效能設計,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,34,CALIA by Carrie Underwood Women's Essential Tight Fit Printed Capris,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-tight-fit-printed-capris-16ca2wclssntltghtapbxxg/16ca2wclssntltghtapbxxg,all/any Spandex,蒸發性涼感,四面彈,Spandex <= 10%,單向導溼快乾,反光功能,舒適平滑縫合,Polyester Blended,,,,抗菌功能,,,,,
women,"Pants,Leggings & Tights",2019-08-11,35,CALIA by Carrie Underwood Women's Heather Filament Capris,underwood,32.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-heather-filament-capris-18ca2wflmntcprxxxapba/18ca2wflmntcprxxxapba,Spandex 11~20%,蒸發性涼感,涼爽透氣,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,Polyester Blended,,,,,,,,
women,Leggings & Tights,2019-08-11,36,The North Face Women's Utility Hybrid Hiker Tights,the_north_face,40.00,https://www.dickssportinggoods.com/p/the-north-face-womens-utility-hybrid-hiker-tights-19tnowwtltyhktghtapb/19tnowwtltyhktghtapb,all/any Spandex,撥水,涼爽透氣,Polyamide(Nylon) Blended,單向導溼快乾,,,Spandex <= 10%,,,,,,,,,
women,Leggings & Tights,2019-08-11,37,Women's Nike Dri-FIT Power Printed Training Leggings,nike,See Price In Cart,https://www.dickssportinggoods.com/p/womens-nike-dri-fit-power-printed-training-leggings-19nikwjcqrdprntdtapb/19nikwjcqrdprntdtapb,Spandex 11~20%,單向導溼快乾,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,"Pants,Leggings & Tights",2019-08-11,38,CALIA by Carrie Underwood Women's Printed Filament Capris,underwood,32.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-printed-filament-capris-18ca2wflmntcprxxxapbc/18ca2wflmntcprxxxapbc,Polyester Blended,抗菌功能,蒸發性涼感,all/any Spandex,涼爽透氣,結構性透氣,單向導溼快乾,Spandex <= 10%,,,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,39,Nike Air Women's Running Crop Leggings,nike,See Price In Cart,https://www.dickssportinggoods.com/p/nike-air-womens-running-crop-leggings-19nikwnkrcrpxxxxxapb/19nikwnkrcrpxxxxxapb,Spandex 11~20%,結構性透氣,涼爽透氣,all/any Spandex,單向導溼快乾,,,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,40,Women's Nike Pro Heatherized 7/8 Leggings,nike,37.99,https://www.dickssportinggoods.com/p/womens-nike-pro-heatherized-7-8-leggings-19nikwhthrzd78thtapb/19nikwhthrzd78thtapb,all/any Spandex,涼爽透氣,結構性透氣,Polyester Blended,,,,Spandex 11~20%,,,,,,,,,
women,Pants,2019-08-11,1,Nike Women's Sportswear Essential Fleece Pants,nike,60,https://www.dickssportinggoods.com/p/nike-womens-sportswear-essential-fleece-pants-19nikwssntljggrxxapb/19nikwssntljggrxxapb,Cotton Blended,刷毛布,,Polyester Blended,,,,,,,,,,,,,
women,Pants,2019-08-11,2,adidas Women's Tiro 19 Training Pants,adidas,33.75,https://www.dickssportinggoods.com/p/adidas-womens-tiro-19-training-pants-18adiwtr19pntxxxxapb/18adiwtr19pntxxxxapb,100% Polyester,蒸發性涼感,涼爽透氣,,結構性透氣,,,,,,,,,,,,
women,Pants,2019-08-11,3,Nike Women's Rally Joggers,nike,44.99,https://www.dickssportinggoods.com/p/nike-womens-rally-joggers-18nikwrllyjggrxxxapb/18nikwrllyjggrxxxapb,Cotton Blended,刷毛布,,Polyester Blended,,,,Rayon Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,4,Reebok Women's Performance Color Block Ankle Tights,reebok,40.00,https://www.dickssportinggoods.com/p/reebok-womens-performance-color-block-ankle-tights-18rbkwprfrmncclrbapb/18rbkwprfrmncclrbapb,Polyester Blended,結構性透氣,涼爽透氣,all/any Spandex,單向導溼快乾,,,Spandex 11~20%,,,,,,,,,
women,Leggings & Tights,2019-08-11,5,Reebok Women's Stretch Cotton Ankle 7/8 Tights,reebok,20.97,https://www.dickssportinggoods.com/p/reebok-womens-stretch-cotton-ankle-7-8-tights-18rbkwscnkl78tghtapb/18rbkwscnkl78tghtapb,all/any Spandex,單向導溼快乾,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,Leggings & Tights,2019-08-11,6,CALIA by Carrie Underwood Women's Energize 7/8 Leggings,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-7-8-leggings-17ca2wlghtwghtprfapbb/17ca2wlghtwghtprfapbb,Spandex 11~20%,蒸發性涼感,輕量,Polyamide(Nylon) Blended,超輕量,抗菌功能,單向導溼快乾,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-08-11,7,CALIA by Carrie Underwood Women's Effortless Leggings,underwood,50.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-effortless-leggings-18ca2wlnglggngxxxapb/18ca2wlnglggngxxxapb,all/any Spandex,蒸發性涼感,抗菌功能,Rayon Blended,單向導溼快乾,,,Spandex <= 10%,Cotton Blended,,,,,,,,
women,Leggings & Tights,2019-08-11,8,Nike One Women's Training Tights,nike,55.00,https://www.dickssportinggoods.com/p/nike-one-womens-training-tights-18nikwllntghtxxxxapba/18nikwllntghtxxxxapba,Spandex 11~20%,單向導溼快乾,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Pants,2019-08-11,9,Lady Hagen Women's Easy Shaper Pull On Golf Ankle Pants,lady_hagen,18.97,https://www.dickssportinggoods.com/p/lady-hagen-womens-easy-shaper-pull-on-golf-ankle-pants-17lhawtmmycntrlpnapb/17lhawtmmycntrlpnapb,all/any Spandex,單向導溼快乾,結構性透氣,Rayon Blended,,,,Spandex <= 10%,Polyamide(Nylon) Blended,,,,,,,,
women,Leggings & Tights,2019-08-11,10,Nike Women's Pro Training Tights,nike,37.50,https://www.dickssportinggoods.com/p/nike-womens-pro-training-tights-18nikwprtghtxxxxxapba/18nikwprtghtxxxxxapba,Spandex 11~20%,涼爽透氣,結構性透氣,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-08-11,11,Women's Nike One Cropped Leggings,nike,37.99,https://www.dickssportinggoods.com/p/womens-nike-one-cropped-leggings-19nikwnkncrpxxxxxapb/19nikwnkncrpxxxxxapb,Spandex 11~20%,環保訴求,,Recycled Polyester & Blended,,,,Polyester Blended,all/any Spandex,Recycled Polyester / PET,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,12,Reebok Women's Fitness Essentials Tight Fit Capris,reebok,24.98,https://www.dickssportinggoods.com/p/reebok-womens-fitness-essentials-tight-fit-capris-16rbkwftghtftcprxapb/16rbkwftghtftcprxapb,all/any Spandex,舒適平滑縫合,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,"Pants,Leggings & Tights",2019-08-11,13,DSG Women's Performance Capris,dsg_outerwear,24.98,https://www.dickssportinggoods.com/p/dsg-womens-performance-capris-19qyfwprfrmnccprcwaa/19qyfwprfrmnccprcwaa,Spandex 11~20%,涼爽透氣,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-08-11,14,adidas Women's Believe This Elastic Wrap 7/8 Tights,adidas,60,https://www.dickssportinggoods.com/p/adidas-womens-believe-this-elastic-wrap-7-8-tights-18adiwblvthsknctcapb/18adiwblvthsknctcapb,Recycled Polyester & Blended,環保訴求,提升運動效能設計,Recycled Polyester / PET,,,,Spandex >= 21%,Polyester Blended,all/any Spandex,,,,,,,
women,Leggings & Tights,2019-08-11,15,Nike Women's 7/8 Intertwist Tight,nike,See Price In Cart,https://www.dickssportinggoods.com/p/nike-womens-7-8-intertwist-tight-18nikwntrtwsttghtapb/18nikwntrtwsttghtapb,Spandex 11~20%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,16,DSG Women's Performance 7/8 Leggings,dsg_outerwear,24.98,https://www.dickssportinggoods.com/p/dsg-womens-performance-7-8-leggings-19qyfwcrprfrmnc78waa/19qyfwcrprfrmnc78waa,Spandex 11~20%,涼爽透氣,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-08-11,17,CALIA by Carrie Underwood Women's Seamless 7/8 Leggings,underwood,31.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-seamless-7-8-leggings-18ca2wsmlsslggngxapb/18ca2wsmlsslggngxapb,Polyamide(Nylon) Blended,蒸發性涼感,單向導溼快乾,Polyester Blended,抗菌功能,一體成型,,Spandex <= 10%,all/any Spandex,,,,,,,,
women,Leggings & Tights,2019-08-11,18,Reebok Women's Fitness Essentials Tights,reebok,35,https://www.dickssportinggoods.com/p/reebok-womens-fitness-essentials-tights-16rbkwflggngxxxxxapb/16rbkwflggngxxxxxapb,all/any Spandex,舒適平滑縫合,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,Leggings & Tights,2019-08-11,19,Nike One Women's Sculpt Victory Training Tights,nike,45.00,https://www.dickssportinggoods.com/p/nike-one-womens-sculpt-victory-training-tights-18nikwsclptvctrytapb/18nikwsclptvctrytapb,Spandex 11~20%,提升運動效能設計,單向導溼快乾,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Pants,2019-08-11,20,Under Armour Women's Rival Fleece Sportstyle Graphic Joggers,under_armour,33.75,https://www.dickssportinggoods.com/p/under-armour-womens-rival-fleece-sportstyle-graphic-joggers-19uarwrvlflcgrphcapb/19uarwrvlflcgrphcapb,Cotton Blended,刷毛布,保暖禦寒,Polyester Blended,,,,,,,,,,,,,
women,Leggings & Tights,2019-08-11,21,Women's Nike Dri-FIT Power 7/8 Training Legging,nike,44.97,https://www.dickssportinggoods.com/p/womens-nike-dri-fit-power-7-8-training-legging-19nikwlttctghtxxxapb/19nikwlttctghtxxxapb,Spandex >= 21%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-08-11,22,Reebok Women's Performance Novelty Stripe Capris,reebok,21.97,https://www.dickssportinggoods.com/p/reebok-womens-performance-novelty-stripe-capris-18rbkwprfrmncnvltapb/18rbkwprfrmncnvltapb,Spandex 11~20%,結構性透氣,涼爽透氣,all/any Spandex,單向導溼快乾,,,Polyester Blended,,,,,,,,,
women,Pants,2019-08-11,23,adidas Women's Changeover 7/8 Pants,adidas,19.97,https://www.dickssportinggoods.com/p/adidas-womens-changeover-7-8-pants-18adiwchngvr78pntapb/18adiwchngvr78pntapb,,,,,,,,,,,,,,,,,
women,Pants,2019-08-11,24,Slazenger Women's Tech Golf Pants,slazenger,38.98,https://www.dickssportinggoods.com/p/slazenger-womens-tech-golf-pants-14slawnylpntapb/14slawnylpntapb,Spandex <= 10%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,25,Under Armour Women's HeatGear Armour Edgelit Ankle Crop Leggings,under_armour,50,https://www.dickssportinggoods.com/p/under-armour-womens-heatgear-armour-edgelit-ankle-crop-leggings-18uarwhgrmrklcrpdapb/18uarwhgrmrklcrpdapb,Polyester Blended,四面彈,抗菌功能,all/any Spandex,單向導溼快乾,人體工學舒適設計,涼爽透氣,Spandex 11~20%,,,,提升運動效能設計,舒適平滑縫合,結構性透氣,,,
women,"Pants,Leggings & Tights",2019-08-11,26,CALIA by Carrie Underwood Women's Essential Novelty Capris,underwood,32.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-novelty-capris-18ca2wnwnvltycprxapb/18ca2wnwnvltycprxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,27,CALIA by Carrie Underwood Women's Essential 7/8 Wrap Leggings,underwood,27.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-7-8-wrap-leggings-18ca2w78wrplggngxapb/18ca2w78wrplggngxapb,Spandex 11~20%,結構性透氣,蒸發性涼感,all/any Spandex,抗菌功能,單向導溼快乾,,Polyamide(Nylon) Blended,Polyester Blended,,,,,,,,
women,Pants,2019-08-11,28,Nike Women's Dri-FIT Rebel Fleece 7/8 Training Pants,nike,44.99,https://www.dickssportinggoods.com/p/nike-womens-dri-fit-rebel-fleece-7-8-training-pants-19nikwrblthrmpntxapb/19nikwrblthrmpntxapb,100% Polyester,刷毛布,單向導溼快乾,,,,,,,,,,,,,,
women,Pants,2019-08-11,29,Reebok Women's 24/7 Tulip Hem Pants,reebok,10.97,https://www.dickssportinggoods.com/p/reebok-womens-24-7-tulip-hem-pants-18rbkw247tlphmpntapb/18rbkw247tlphmpntapb,Spandex 11~20%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-08-11,30,CALIA by Carrie Underwood Women's Heather Essential No Seam Capris,underwood,60.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-heather-essential-no-seam-capris-18ca2wssntlcprpdtapb/18ca2wssntlcprpdtapb,Polyamide(Nylon) Blended,抗菌功能,單向導溼快乾,Spandex 11~20%,蒸發性涼感,結構性透氣,一體成型,all/any Spandex,,,,,,,,,
women,Pants,2019-08-11,31,Nike Women's Sportswear Essential Fleece Pants,nike,45.00,https://www.dickssportinggoods.com/p/nike-womens-sportswear-essential-fleece-pants-19nikwssntllspntxapb/19nikwssntllspntxapb,Polyester Blended,刷毛布,,Cotton Blended,,,,,,,,,,,,,
women,Leggings & Tights,2019-08-11,32,adidas Originals Women's Trefoil Tights,adidas,30.00,https://www.dickssportinggoods.com/p/adidas-originals-womens-trefoil-tights-18jqqwrgtrfl3strpapb/18jqqwrgtrfl3strpapb,all/any Spandex,,,Spandex <= 10%,,,,Cotton Blended,,,,,,,,,
women,Leggings & Tights,2019-08-11,33,CALIA by Carrie Underwood Women's Energize Printed 7/8 Leggings,underwood,60.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-printed-7-8-leggings-18ca2wclnrgz78lggapb/18ca2wclnrgz78lggapb,Spandex 11~20%,蒸發性涼感,輕量,Polyamide(Nylon) Blended,超輕量,抗菌功能,單向導溼快乾,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-08-11,34,CALIA by Carrie Underwood Women's Essential Leggings,calia_by_carrie_underwood,65,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-leggings-17ca2wbsclggngxxxapb/17ca2wbsclggngxxxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,35,CALIA by Carrie Underwood Women's Energize Crop Tights,calia_by_carrie_underwood,44.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-crop-tights-17ca2wlghtwghtprfapb/17ca2wlghtwghtprfapb,Spandex 11~20%,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,all/any Spandex,,,,,,,,,
women,"Leggings & Tights,Pants",2019-08-11,36,Nike One Women's Training Crop Tights,nike,37.50,https://www.dickssportinggoods.com/p/nike-one-womens-training-crop-tights-18nikwllncrpxxxxxapb/18nikwllncrpxxxxxapb,,,,,,,,,,,,,,,,,
women,Leggings & Tights,2019-08-11,37,adidas Women's Believe This High Rise Sport Block 7/8 Tights,adidas,60,https://www.dickssportinggoods.com/p/adidas-womens-believe-this-high-rise-sport-block-7-8-tights-18adiwblvthsbtblcapb/18adiwblvthsbtblcapb,Recycled Polyester / PET,提升運動效能設計,環保訴求,Polyester Blended,涼爽透氣,,,all/any Spandex,Spandex >= 21%,Recycled Polyester & Blended,,,,,,,
